state_name,month_of_crash,timestamp_of_crash,latitude,longitude,route_signing_name,first_harmful_event_name,number_of_fatalities,number_of_drunk_drivers,age,sex,person_type_name,police_reported_alcohol_involvement,police_reported_drug_involvement,non_motorist_safety_equipment_use
Texas,10,2016-10-26 19:55:00 UTC,32.35350278,-95.34434167,State Highway,Pedestrian,1,0,41,Female,Pedestrian,Yes (Alcohol Involved),Not Reported,Not Reported
Texas,6,2016-06-04 04:29:00 UTC,30.44930556,-97.66692222,Interstate,Pedestrian,1,0,22,Female,Pedestrian,Yes (Alcohol Involved),Not Reported,Not Reported
Texas,8,2016-08-13 16:20:00 UTC,33.09580278,-96.10981389,State Highway,Pedestrian,1,1,59,Male,Pedestrian,No (Alcohol Not Involved),Not Reported,Not Reported
Texas,4,2016-04-23 22:05:00 UTC,27.79963611,-97.68223889,State Highway,Pedestrian,1,0,57,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,8,2016-08-01 23:25:00 UTC,32.55719444,-94.31961667,State Highway,Pedestrian,1,0,51,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,4,2016-04-10 02:09:00 UTC,29.54837222,-95.09841111,State Highway,Pedestrian,1,0,38,Female,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),Not Reported
Texas,9,2016-09-21 06:46:00 UTC,29.89938889,-95.05811111,County Road,Non-Motorist on Personal Conveyance,1,0,18,Male,Person on Personal Conveyances (Since 2007),No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,10,2016-10-22 22:50:00 UTC,29.78899444,-95.37153333,Interstate,Pedestrian,1,0,57,Male,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),Not Reported
Texas,1,2016-01-08 19:24:00 UTC,31.77358056,-106.50009167,State Highway,Pedestrian,1,0,63,Male,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),Not Reported
Texas,10,2016-10-03 21:52:00 UTC,26.19940556,-98.26015833,Local Street – Municipality,Pedestrian,1,1,16,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,10,2016-10-03 21:52:00 UTC,26.19940556,-98.26015833,Local Street – Municipality,Pedestrian,1,1,16,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,9,2016-09-19 08:22:00 UTC,29.40148889,-98.45391667,Interstate,Pedestrian,1,0,14,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,10,2016-10-03 13:40:00 UTC,29.95171111,-95.38476111,Local Street – Frontage Road (Since 1994),Curb,1,0,71,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,10,2016-10-28 21:40:00 UTC,29.86480556,-95.3602,Local Street – Municipality,Pedestrian,1,0,34,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Texas,9,2016-09-21 20:33:00 UTC,29.651975,-95.25742778,Local Street – Municipality,Curb,1,0,73,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,9,2016-09-19 00:02:00 UTC,31.74000556,-106.34590278,Local Street – Municipality,Pedestrian,1,1,43,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,3,2016-03-21 06:52:00 UTC,29.77626389,-94.97776389,Local Street – Municipality,Pedestrian,1,0,58,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,6,2016-06-05 04:40:00 UTC,35.19117222,-101.89979722,Local Street – Frontage Road (Since 1994),Pedestrian,1,0,28,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,1,2016-01-06 23:13:00 UTC,30.47539444,-97.79398333,Local Street – Municipality,Pedestrian,1,0,22,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,4,2016-04-22 10:11:00 UTC,29.43093056,-98.55396667,Local Street – Municipality,Pedalcyclist,1,0,17,Male,Bicyclist,Not Reported,Not Reported,Not Reported
Texas,5,2016-05-21 20:45:00 UTC,29.67410833,-95.56992778,Local Street – Municipality,Non-Motorist on Personal Conveyance,1,0,57,Male,Person on Personal Conveyances (Since 2007),No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,7,2016-07-15 00:01:00 UTC,29.91590278,-95.4875,State Highway,Pedestrian,1,0,77,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),Not Reported
Texas,5,2016-05-07 12:57:00 UTC,33.43485278,-94.06901111,U.S. Highway,Pedestrian,1,0,61,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,6,2016-06-21 03:47:00 UTC,32.60791111,-97.32052778,Local Street – Frontage Road (Since 1994),Pedestrian,1,0,43,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,7,2016-07-19 05:15:00 UTC,30.60260556,-98.26781944,U.S. Highway,Pedestrian,1,0,54,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,7,2016-07-06 05:38:00 UTC,29.33933611,-98.4231,Local Street – Municipality,Curb,1,0,39,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,12,2016-12-01 05:50:00 UTC,29.82694444,-94.41003611,Local Street – Frontage Road (Since 1994),Pedestrian,1,0,27,Male,Pedestrian,Not Reported,Yes (Drugs Involved),Not Reported
Texas,4,2016-04-21 05:53:00 UTC,32.70584444,-97.30500278,Local Street – Municipality,Pedestrian,1,0,60,Male,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),Not Reported
Texas,3,2016-03-31 09:33:00 UTC,27.58669167,-99.50803889,Local Street – Municipality,Pedestrian,1,0,61,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,5,2016-05-21 00:01:00 UTC,29.77071111,-95.17785,Interstate,Other Object (Not Fixed),1,1,48,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,11,2016-11-03 21:03:00 UTC,29.98308611,-97.11522778,State Highway,Pedestrian,1,0,35,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,7,2016-07-23 20:38:00 UTC,31.87377222,-106.42316389,Local Street – Municipality,Pedestrian,1,0,62,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),Not Reported
Texas,1,2016-01-04 23:54:00 UTC,30.23746667,-97.589175,County Road,Pedestrian,1,0,21,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,3,2016-03-27 19:26:00 UTC,32.64355278,-96.51307778,U.S. Highway,Parked Motor Vehicle (Not In Transport),2,0,62,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,3,2016-03-27 19:26:00 UTC,32.64355278,-96.51307778,U.S. Highway,Parked Motor Vehicle (Not In Transport),2,0,62,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,5,2016-05-18 01:09:00 UTC,32.79724167,-96.68538333,Interstate,Pedestrian,1,0,30,Female,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),Not Reported
Texas,10,2016-10-22 02:44:00 UTC,32.82263333,-96.8785,State Highway,Pedestrian,1,0,24,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Texas,3,2016-03-05 02:25:00 UTC,32.82467222,-96.88150278,State Highway,Pedestrian,1,0,24,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,7,2016-07-17 21:47:00 UTC,35.19113889,-102.07114167,Local Street – Frontage Road (Since 1994),Pedalcyclist,1,1,59,Male,Bicyclist,Not Reported,Not Reported,Not Reported
Texas,1,2016-01-26 03:29:00 UTC,29.72173889,-94.96176944,State Highway,Pedestrian,1,0,18,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,6,2016-06-12 02:09:00 UTC,31.09306944,-97.37971111,Local Street – Frontage Road (Since 1994),Pedestrian,1,0,21,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,12,2016-12-28 01:38:00 UTC,29.55659722,-95.71291111,U.S. Highway,Pedestrian,1,0,60,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Texas,5,2016-05-08 23:19:00 UTC,29.45499722,-98.68751389,State Highway,Pedestrian,1,0,50,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,8,2016-08-20 23:07:00 UTC,30.19579444,-97.78507778,Local Street – Municipality,Pedestrian,1,0,58,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,6,2016-06-28 20:39:00 UTC,31.2166,-105.48826111,Local Street – Frontage Road (Since 1994),Pedalcyclist,1,0,58,Male,Bicyclist,Not Reported,Not Reported,Not Reported
Texas,9,2016-09-01 23:25:00 UTC,32.66195556,-96.89606667,Interstate,Pedestrian,1,0,51,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,12,2016-12-22 06:28:00 UTC,26.23649167,-98.30596944,Local Street – Municipality,Pedestrian,1,0,59,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,6,2016-06-19 01:41:00 UTC,32.66863611,-97.31296389,Interstate,Pedestrian,1,0,36,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,7,2016-07-28 23:44:00 UTC,31.71556111,-94.273075,State Highway,Pedestrian,1,0,29,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,1,2016-01-22 16:12:00 UTC,32.98979722,-97.34425556,Local Street – Municipality,Pedestrian,1,0,61,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,11,2016-11-18 05:47:00 UTC,31.69490556,-96.95152778,State Highway,Pedestrian,1,0,25,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,Not Reported
Texas,3,2016-03-27 19:26:00 UTC,32.64355278,-96.51307778,U.S. Highway,Parked Motor Vehicle (Not In Transport),2,0,59,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,3,2016-03-27 19:26:00 UTC,32.64355278,-96.51307778,U.S. Highway,Parked Motor Vehicle (Not In Transport),2,0,59,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,5,2016-05-14 01:25:00 UTC,29.85440556,-95.51510278,U.S. Highway,Pedestrian,1,0,33,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),Not Reported
Texas,6,2016-06-13 23:46:00 UTC,32.63756111,-96.77701111,State Highway,Motor Vehicle in Transport,1,0,22,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,8,2016-08-27 00:29:00 UTC,35.22200556,-101.82218333,U.S. Highway,Pedestrian,1,0,59,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,5,2016-05-29 22:54:00 UTC,29.27386111,-97.69053333,U.S. Highway,Pedestrian,1,0,36,Male,Pedestrian,Not Reported,Yes (Drugs Involved),Not Reported
Texas,8,2016-08-13 02:07:00 UTC,30.24836944,-97.73535,Interstate,Pedestrian,1,0,34,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),Not Reported
Texas,12,2016-12-02 22:59:00 UTC,30.50855556,-97.67881111,Local Street – Municipality,Pedestrian,1,0,43,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Texas,9,2016-09-12 23:25:00 UTC,29.83275,-94.51505278,Interstate,Parked Motor Vehicle (Not In Transport),1,0,36,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,5,2016-05-06 10:14:00 UTC,31.86525,-106.57745278,Interstate,Utility Pole/Light Support,1,0,51,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,11,2016-11-29 17:53:00 UTC,30.28693889,-97.70243056,Local Street – Municipality,Pedestrian,1,0,69,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,2,2016-02-10 00:01:00 UTC,30.2851,-97.6811,Local Street – Municipality,Pedestrian,1,0,42,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,12,2016-12-22 06:50:00 UTC,29.54033056,-98.36997222,Local Street – Municipality,Pedestrian,1,0,44,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,9,2016-09-30 07:53:00 UTC,33.66052778,-95.55088333,U.S. Highway,Non-Motorist on Personal Conveyance,1,0,50,Male,Person on Personal Conveyances (Since 2007),Not Reported,Not Reported,Not Reported
Texas,4,2016-04-18 06:15:00 UTC,27.70305556,-97.3629,Local Street – Municipality,Pedestrian,1,0,37,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,7,2016-07-26 06:00:00 UTC,29.72929722,-95.43520278,U.S. Highway,Pedestrian,1,0,41,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,Not Reported
Texas,10,2016-10-30 01:08:00 UTC,29.77376111,-95.28395278,Local Street – Municipality,Pedestrian,1,1,61,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,5,2016-05-03 19:55:00 UTC,32.81989444,-96.86954167,Interstate,Pedestrian,1,0,47,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,1,2016-01-10 02:56:00 UTC,31.51627222,-103.17793611,Interstate,Pedestrian,1,0,27,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,8,2016-08-21 00:39:00 UTC,27.75398611,-97.41596667,Local Street – Municipality,Pedestrian,1,0,73,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,4,2016-04-01 23:15:00 UTC,29.850275,-95.57734167,County Road,Pedestrian,1,0,76,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,4,2016-04-26 18:39:00 UTC,28.52716667,-99.85470556,U.S. Highway,Pedalcyclist,1,0,13,Male,Bicyclist,Not Reported,Not Reported,None Used
Texas,7,2016-07-25 02:40:00 UTC,29.71445556,-95.53936667,Local Street – Municipality,Pedestrian,1,1,62,Male,Pedestrian,Not Reported,No (Drugs Not Involved),Not Reported
Texas,9,2016-09-24 09:44:00 UTC,32.2364,-101.47243611,U.S. Highway,Pedestrian,1,0,69,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,7,2016-07-02 02:20:00 UTC,29.73056389,-95.34054167,Interstate,Pedestrian,1,1,43,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Texas,8,2016-08-31 07:03:00 UTC,28.55921944,-97.7944,U.S. Highway,Pedestrian,1,0,13,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,2,2016-02-21 10:05:00 UTC,28.81582222,-96.96662778,Local Street – Municipality,Pedestrian,1,0,58,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,9,2016-09-16 20:41:00 UTC,28.93470833,-98.521,State Highway,Pedestrian,1,0,31,Female,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),Not Reported
Texas,12,2016-12-23 22:10:00 UTC,30.13538889,-96.25756944,U.S. Highway,Pedestrian,1,0,19,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,6,2016-06-28 21:22:00 UTC,32.76813333,-97.062825,State Highway,Pedestrian,1,0,14,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,1,2016-01-02 21:00:00 UTC,29.77383333,-95.31764722,Local Street – Frontage Road (Since 1994),Pedestrian,1,0,52,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,9,2016-09-16 20:20:00 UTC,33.11528889,-101.27581111,U.S. Highway,Parked Motor Vehicle (Not In Transport),1,0,37,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,9,2016-09-16 20:20:00 UTC,33.11528889,-101.27581111,U.S. Highway,Parked Motor Vehicle (Not In Transport),1,0,37,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,6,2016-06-08 06:15:00 UTC,32.99462222,-96.70942778,U.S. Highway,Pedestrian,1,0,33,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,5,2016-05-11 07:10:00 UTC,31.19640278,-97.92510278,County Road,Pedestrian,1,0,15,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,7,2016-07-15 22:45:00 UTC,29.84620278,-95.64577222,State Highway,Pedestrian,1,0,53,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,Not Reported
Texas,8,2016-08-07 05:58:00 UTC,32.80110833,-96.952,Local Street – Municipality,Pedalcyclist,1,0,40,Female,Bicyclist,Not Reported,Not Reported,None Used
Texas,8,2016-08-14 20:45:00 UTC,26.17470278,-98.11253889,Local Street – Municipality,Pedestrian,1,0,58,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,7,2016-07-10 00:21:00 UTC,29.80982778,-98.41806667,U.S. Highway,Pedestrian,1,0,32,Female,Pedestrian,Not Reported,Yes (Drugs Involved),Not Reported
Texas,5,2016-05-19 23:43:00 UTC,32.89071389,-96.76957778,State Highway,Pedestrian,1,0,52,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,11,2016-11-23 20:51:00 UTC,29.78206111,-96.90993056,U.S. Highway,Pedestrian,1,0,19,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,Not Reported
Texas,3,2016-03-05 03:51:00 UTC,26.18901944,-98.22829444,Interstate,Pedestrian,1,0,17,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,1,2016-01-06 18:34:00 UTC,32.76918056,-96.76834444,Local Street – Municipality,Pedestrian,1,0,57,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,2,2016-02-18 03:26:00 UTC,35.20501389,-101.84824167,Local Street – Municipality,Pedestrian,1,0,63,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,7,2016-07-24 10:23:00 UTC,29.8205,-95.33582222,Local Street – Frontage Road (Since 1994),Pedestrian,1,0,41,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,8,2016-08-03 19:50:00 UTC,30.46384444,-95.52946667,County Road,Pedalcyclist,1,0,44,Male,Bicyclist,Not Reported,Not Reported,Not Reported
Texas,2,2016-02-14 21:40:00 UTC,29.83414167,-95.33430556,U.S. Highway,Motor Vehicle in Transport,1,1,31,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,9,2016-09-07 06:10:00 UTC,29.95580833,-95.47588333,County Road,Motor Vehicle in Transport,1,0,51,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,9,2016-09-07 06:10:00 UTC,29.95580833,-95.47588333,County Road,Motor Vehicle in Transport,1,0,51,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,7,2016-07-28 22:39:00 UTC,32.00172778,-102.06303056,Interstate,Pedestrian,1,0,38,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,Not Reported
Texas,1,2016-01-03 18:58:00 UTC,29.40682222,-98.52971111,Local Street – Municipality,Pedestrian,1,0,56,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Texas,2,2016-02-23 20:04:00 UTC,29.50821944,-98.49927222,Local Street – Municipality,Pedestrian,1,0,44,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,1,2016-01-12 20:26:00 UTC,30.05869444,-94.13618333,Interstate,Pedestrian,1,0,44,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,9,2016-09-18 21:55:00 UTC,30.22101111,-97.77291111,Local Street – Municipality,Pedestrian,1,0,53,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,Not Reported
Texas,8,2016-08-20 22:00:00 UTC,32.46176667,-99.70600556,Local Street – Municipality,Pedalcyclist,1,0,65,Male,Bicyclist,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,2,2016-02-21 06:30:00 UTC,29.71554722,-95.39608889,Local Street – Municipality,Pedestrian,1,0,49,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,8,2016-08-07 06:37:00 UTC,31.75505278,-106.48816389,State Highway,Pedestrian,1,0,77,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,8,2016-08-18 06:29:00 UTC,32.7329,-97.37285,Interstate,Motor Vehicle in Transport,1,0,21,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,9,2016-09-07 10:45:00 UTC,29.7106,-95.50665556,Local Street – Frontage Road (Since 1994),Pedestrian,1,0,33,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Texas,3,2016-03-26 23:55:00 UTC,29.92463056,-95.632625,U.S. Highway,Pedestrian,1,0,18,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Texas,12,2016-12-02 05:21:00 UTC,32.73308333,-97.39564722,Interstate,Pedestrian,1,0,36,Male,Pedestrian,Not Reported,Yes (Drugs Involved),Not Reported
Texas,2,2016-02-27 23:50:00 UTC,29.67923611,-95.43372222,Interstate,Pedestrian,1,1,20,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,Not Reported
Texas,11,2016-11-06 02:33:00 UTC,29.33873611,-99.13908333,Local Street – Municipality,Pedestrian,1,1,16,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Texas,4,2016-04-03 22:08:00 UTC,30.13323333,-94.01282222,Interstate,Pedestrian,1,0,60,Male,Pedestrian,Not Reported,Yes (Drugs Involved),Not Reported
Texas,6,2016-06-04 21:05:00 UTC,29.66509722,-95.46371389,Local Street – Municipality,Pedestrian,1,0,56,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,6,2016-06-03 13:58:00 UTC,29.887125,-95.45308889,County Road,Pedestrian,1,0,47,Male,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),Not Reported
Texas,6,2016-06-02 03:30:00 UTC,29.80096944,-95.27780556,Interstate,Pedestrian,1,0,61,Male,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),Not Reported
Texas,11,2016-11-07 09:57:00 UTC,31.77693889,-106.32226667,Local Street – Municipality,Pedestrian,1,0,73,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,6,2016-06-02 21:32:00 UTC,29.94276389,-95.30357778,Local Street – Municipality,Pedestrian,1,0,23,Female,Pedestrian,Yes (Alcohol Involved),Not Reported,Not Reported
Texas,2,2016-02-03 18:40:00 UTC,32.35493889,-97.39848611,Local Street – Municipality,Pedestrian,1,0,41,Male,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,12,2016-12-12 17:43:00 UTC,32.80810278,-96.82192778,Local Street – Municipality,Pedestrian,1,0,82,Female,Pedestrian,Not Reported,Not Reported,Not Reported
Texas,4,2016-04-02 01:03:00 UTC,32.77658889,-97.31953056,Interstate,Pedalcyclist,1,0,34,Male,Bicyclist,Not Reported,Not Reported,None Used
Texas,5,2016-05-13 23:48:00 UTC,32.772875,-97.29202778,State Highway,Pedestrian,1,0,53,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),Not Reported
Texas,4,2016-04-27 15:39:00 UTC,33.2165,-96.62889444,U.S. Highway,Pedestrian,1,0,61,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Texas,1,2016-01-23 14:39:00 UTC,31.51343056,-98.06178611,County Road,Pedestrian,1,0,83,Male,Pedestrian,Not Reported,Not Reported,Not Reported
